ID,outText,outMA,source,PDF,Authors,Author Full Names,Article Title,ID2,Year,studytype,design,datayear,protection type,MPAname,MPAage,Age,MPAcreation,MPAprotection,FPAsize,MPAsize,Size,enforcement,governance,country,climate,continent,ocean,ecosystem,subgroup,socioeco,taxon,species,target,predator,fishery,inMPA,stakeholder,mechanism,indicator,DataOrigin,direction,quantitative,unit,errortype,BeforeMPAvalue,BeforeMPAsample,BeforeMPAerror,BeforeMPA_SD,BeforeControlvalue,BeforeControlsample,BeforeControlerror,BeforeControl_SD,AfterMPAvalue,AfterMPA_samplesize,AfterMPAerror,AfterMPA_SD,AfterControlvalue,AfterControl_samplesize,AfterControlerror,AfterControl_SD,ei,vei,comment
100,in,in,WoS,yes,"McInerney, Caitriona E.; Allcock, A. Louise; Johnson, Mark P.; Prodoehl, Paulo A.","McInerney, Caitriona E.; Allcock, A. Louise; Johnson, Mark P.; Prodoehl, Paulo A.",Ecological coherence in marine reserve network design: An empirical evaluation of sequential site selection using genetic structure,12,2012,field,CI,2004,MPA,Strangford Lough,19,old,1985,NA,NA,22.8,medium,NA,.,Northern Ireland,temperate,Europe,Irish sea,rocky reef,.,ecological,fished invert,mix,fished,no,.,,,genetic,allelic richness,table 1,neutral,yes,number,variance,,,,,,,,,NA,9,NA,NA,NA,9,NA,NA,0.0149,,see particular excel sheet for calculations
100,in,in,WoS,yes,"McInerney, Caitriona E.; Allcock, A. Louise; Johnson, Mark P.; Prodoehl, Paulo A.","McInerney, Caitriona E.; Allcock, A. Louise; Johnson, Mark P.; Prodoehl, Paulo A.",Ecological coherence in marine reserve network design: An empirical evaluation of sequential site selection using genetic structure,12,2012,field,CI,2004,MPA,Lough Hyne,24,old,1982,fully,0.8,0.8,small,NA,.,Northern Ireland,temperate,Europe,Celtic sea,rocky reef,.,ecological,fished invert,mix,fished,no,.,,,genetic,expected heterozygosity,table 1,neutral,yes,number,variance,,,,,,,,,NA,9,NA,NA,NA,9,NA,NA,,,see particular excel sheet for calculations
100,in,in,WoS,yes,"McInerney, Caitriona E.; Allcock, A. Louise; Johnson, Mark P.; Prodoehl, Paulo A.","McInerney, Caitriona E.; Allcock, A. Louise; Johnson, Mark P.; Prodoehl, Paulo A.",Ecological coherence in marine reserve network design: An empirical evaluation of sequential site selection using genetic structure,12,2012,field,CI,2004,MPA,Lough Hyne,24,old,1982,fully,0.8,0.8,small,NA,.,Northern Ireland,temperate,Europe,Celtic sea,rocky reef,.,ecological,fished invert,mix,fished,no,.,,,genetic,observed heterozygosity,table 1,negative,yes,number,variance,,,,,,,,,NA,9,NA,NA,NA,9,NA,NA,,,see particular excel sheet for calculations
100,in,in,WoS,yes,"McInerney, Caitriona E.; Allcock, A. Louise; Johnson, Mark P.; Prodoehl, Paulo A.","McInerney, Caitriona E.; Allcock, A. Louise; Johnson, Mark P.; Prodoehl, Paulo A.",Ecological coherence in marine reserve network design: An empirical evaluation of sequential site selection using genetic structure,12,2012,field,CI,2004,MPA,Strangford Lough,19,old,1985,NA,NA,22.8,medium,NA,.,Northern Ireland,temperate,Europe,Irish sea,rocky reef,.,ecological,fished invert,mix,unfished,no,.,,,genetic,expected heterozygosity,table 1,neutral,yes,number,variance,,,,,,,,,NA,9,NA,NA,NA,9,NA,NA,,,see particular excel sheet for calculations
100,in,in,WoS,yes,"McInerney, Caitriona E.; Allcock, A. Louise; Johnson, Mark P.; Prodoehl, Paulo A.","McInerney, Caitriona E.; Allcock, A. Louise; Johnson, Mark P.; Prodoehl, Paulo A.",Ecological coherence in marine reserve network design: An empirical evaluation of sequential site selection using genetic structure,12,2012,field,CI,2004,MPA,Strangford Lough,19,old,1985,NA,NA,22.8,medium,NA,.,Northern Ireland,temperate,Europe,Irish sea,rocky reef,.,ecological,fished invert,mix,unfished,no,.,,,genetic,observed heterozygosity,table 1,neutral,yes,number,variance,,,,,,,,,NA,9,NA,NA,NA,9,NA,NA,,,see particular excel sheet for calculations
338,in,out,WoS,yes,"Chhotray, V","Chhotray, Vasudha","Justice at Sea: Fishers' politics and marine conservation in coastal Odisha, India",13,2016,field,perception,2012,MPA,Gahirmatha,15,old,1997,fully,NA,NA,NA,yes,state,India,tropical,Asia,Indian Ocean,NA,,social,fish,mix,fished,mix,artisanal,,fishery,agency,user rights,text,negative,no,MPA regulations strongly affecting local fishermen ability to fish,,,,,,,,,,,,,,,,,,,,
338,in,out,WoS,yes,"Chhotray, V","Chhotray, Vasudha","Justice at Sea: Fishers' politics and marine conservation in coastal Odisha, India",13,2016,field,perception,2012,MPA,Gahirmatha,15,old,1997,fully,NA,NA,NA,yes,state,India,tropical,Asia,Indian Ocean,NA,,social,fish,mix,fished,mix,artisanal,,fishery,flexibility,alternative livelihoods,text,neutral,no,"programs for alternative livelihhoods exist, but have yielded limited results",,,,,,,,,,,,,,,,,,,,
657,in,out,WoS,yes,"Murawski, SA; Wigley, SE; Fogarty, MJ; Rago, PJ; Mountain, DG","Murawski, SA; Wigley, SE; Fogarty, MJ; Rago, PJ; Mountain, DG",Effort distribution and catch patterns adjacent to temperate MPAs,14,2005,field,CI,2003,MPA,Georges Bank,9,medium,1994,moderate,0,22000,large,NA,state,USA,temperate,North America,North West Atlantic,mix,,social,fish,mix,fished,,industrial,,fishery,agency,user rights,,negative,no,MPA regulation,,,,,,,,,,,,,,,,,,,,
657,in,out,WoS,yes,"Murawski, SA; Wigley, SE; Fogarty, MJ; Rago, PJ; Mountain, DG","Murawski, SA; Wigley, SE; Fogarty, MJ; Rago, PJ; Mountain, DG",Effort distribution and catch patterns adjacent to temperate MPAs,14,2005,field,CI,2003,MPA,Georges Bank,9,medium,1994,moderate,0,22000,large,NA,state,USA,temperate,North America,North West Atlantic,mix,,social,fish,mix,fished,,industrial,,fishery,assets,income,hard to extract (p value table),positive,yes,income per unit effort,,,,,,,,,,,,,,,,,,,,effect of MPA calculated as a linear regression from the distance to MPA
657,in,out,WoS,yes,"Murawski, SA; Wigley, SE; Fogarty, MJ; Rago, PJ; Mountain, DG","Murawski, SA; Wigley, SE; Fogarty, MJ; Rago, PJ; Mountain, DG",Effort distribution and catch patterns adjacent to temperate MPAs,14,2005,field,CI,2003,MPA,Georges Bank,9,medium,1994,moderate,0,22000,large,NA,state,USA,temperate,North America,North West Atlantic,mix,,social,fish,mix,fished,,industrial,,fishery,food security,cpue,hard to extract (p value table),negative,yes,cpue,,,,,,,,,,,,,,,,,,,,effect of MPA calculated as a linear regression from the distance to MPA
754,in,out,other,yes,Gotz,Gotz,A step-by-step framework to assess benefits of established temperate marine protected areas,15,2013,field,BA,1999,MPA,Goukamma,9,medium,1990,highly,40,40,medium,yes,NA,South Africa,temperate,Africa,Indian Ocean,mix,,social,fish,Chrysoblephus laticeps,fished,,industrial,,fishery,agency,user rights,,neutral,no,not displaced further away,,,,,,,,,,,,,,,,,,,,
754,in,out,other,yes,Gotz,Gotz,A step-by-step framework to assess benefits of established temperate marine protected areas,15,2013,field,BA,1999,MPA,Goukamma,9,medium,1990,highly,40,40,medium,yes,NA,South Africa,temperate,Africa,Indian Ocean,mix,,social,fish,Chrysoblephus laticeps,fished,,industrial,,fishery,food security,cpue,,positive,no,cpue,,,,,,,,,,,,,,,,,,,,
246,in,out,WoS,yes,"Tsurita, I; Hori, J; Kunieda, T; Hori, M; Makino, M","Tsurita, Izumi; Hori, Juri; Kunieda, Toshihiro; Hori, Masakazu; Makino, Mitsutaku","Marine protected areas, Satoumi, and territorial use rights for fisheries: A case study from hinase, Japan",16,2018,field,perception,2015,MPA,Hinase,30,old,1985,NA,NA,NA,NA,yes,state,Japan,temperate,Asia,South China Sea,seagrass,,social,fish,,fished,,,,coastal community,agency,participation,text,positive,no,overall interview outcomes,,,,,,,,,,,,,,,,,,,,
246,in,out,WoS,yes,"Tsurita, I; Hori, J; Kunieda, T; Hori, M; Makino, M","Tsurita, Izumi; Hori, Juri; Kunieda, Toshihiro; Hori, Masakazu; Makino, Mitsutaku","Marine protected areas, Satoumi, and territorial use rights for fisheries: A case study from hinase, Japan",16,2018,field,perception,2015,MPA,Hinase,30,old,1985,NA,NA,NA,NA,yes,state,Japan,temperate,Asia,South China Sea,seagrass,,social,fish,,fished,,,,coastal community,learning,environmental awareness,p45,positive,no,overall interview outcomes,,,,,,,,,,,,,,,,,,,,
246,in,out,WoS,yes,"Tsurita, I; Hori, J; Kunieda, T; Hori, M; Makino, M","Tsurita, Izumi; Hori, Juri; Kunieda, Toshihiro; Hori, Masakazu; Makino, Mitsutaku","Marine protected areas, Satoumi, and territorial use rights for fisheries: A case study from hinase, Japan",16,2018,field,perception,2015,MPA,Hinase,30,old,1985,NA,NA,NA,NA,yes,state,Japan,temperate,Asia,South China Sea,seagrass,,social,fish,,fished,,,,coastal community,social organization,cohesion,text,positive,no,overall interview outcomes,,,,,,,,,,,,,,,,,,,,
729,in,out,WoS,yes,"McClanahan, TR; KaundaArara, B","McClanahan, TR; KaundaArara, B",Fishery recovery in a coral-reef marine park and its effect on the adjacent fishery,17,1996,field,BA,1994,MPA,Mombasa,2,young,1992,fully,10,10,medium,yes,,Kenya,tropical,Africa,Indian Ocean,seagrass,,social,fish,,,,artisanal,,fishery,agency,user rights,,negative,yes,% area access change,,,,,,,,,,,,,,,,,,,,
729,in,out,WoS,yes,"McClanahan, TR; KaundaArara, B","McClanahan, TR; KaundaArara, B",Fishery recovery in a coral-reef marine park and its effect on the adjacent fishery,17,1996,field,BA,1994,MPA,Mombasa,2,young,1992,fully,10,10,medium,yes,,Kenya,tropical,Africa,Indian Ocean,seagrass,,social,fish,,,,artisanal,,fishery,assets,employment,,negative,yes,number of fishers,,,,,,,,,,,,,,,,,,,,
729,in,out,WoS,yes,"McClanahan, TR; KaundaArara, B","McClanahan, TR; KaundaArara, B",Fishery recovery in a coral-reef marine park and its effect on the adjacent fishery,17,1996,field,BA,1994,MPA,Mombasa,2,young,1992,fully,10,10,medium,yes,,Kenya,tropical,Africa,Indian Ocean,seagrass,,social,fish,,,,artisanal,,fishery,food security,catch,table 1,negative,yes,total catch,SD,2063,8,,686,,,,,1179,24,,635,,,,,-0.559494613,0.025908371,
729,in,in,WoS,yes,"McClanahan, TR","McClanahan, TR; KaundaArara, B",Fishery recovery in a coral-reef marine park and its effect on the adjacent fishery,17,1996,field,BA,1994,MPA,Kenyatta beach,6,medium,2001,fully,6,6,medium,yes,,Kenya,tropical,Africa,Indian Ocean,seagrass,,social,fish,,,,artisanal,adjacent,fishery,food security,cpue,table 1,positive,yes,kg-1 person-1 month-1,SD,20.3,8,,6.7,,,,,67.1,24,,69.7,,,,,0.44,0.009,
18,in,out,WoS,yes,"Islam, MM","Islam, Mohammad Mahmudul",Social Dimensions in Designing and Managing Marine Protected Areas in Bangladesh,18,2021,field,perception,2018,MPA,Swatch of No Ground,4,young,2014,moderately?,32,1738,large,no,state,Bengladesh,tropical,Asia,Indian Ocean,mangrove,,social,fish,hilsa,fished,,artisanal,,fishery,agency,consultation,narrative,neutral,no,"""fishers indicated they were not consulted or engaged in their formulation""",,,,,,,,,,,,,,,,,,,,
18,in,out,WoS,yes,"Islam, MM","Islam, Mohammad Mahmudul",Social Dimensions in Designing and Managing Marine Protected Areas in Bangladesh,18,2021,field,perception,2018,MPA,Swatch of No Ground,4,young,2014,moderately?,32,1738,large,no,state,Bengladesh,tropical,Asia,Indian Ocean,mangrove,,social,fish,hilsa,fished,,artisanal,,fishery,assets,income,"paragraph ""socio economic factors""",negative,no,overall interview outcome,,,,,,,,,,,,,,,,,,,,
3,in,in,WoS,yes,"Gilchrist, Hannah; Rocliffe, Steve; Anderson, Lucy G.; Gough, Charlotte L. A.","Gilchrist, Hannah; Rocliffe, Steve; Anderson, Lucy G.; Gough, Charlotte L. A.",Reef fish biomass recovery within community-managed no take zones,19,2020,field,BACI,2015,LMMA,Velondriake,6,medium,2009,fully,0.18,0.18,small,yes,co-managed,Madagascar,tropical,Africa,West Indian Ocean,coral reef,,ecological,fish,,,,,,,biodiversity,species richness,Figure 7,neutral,yes,ratio MPA/control,95% confidence interval,17.1,30,0.15,46.75063111,20.7,30,0.15,46.75063111,15.3,6,0.23,14.93487058,17,6,0.23,14.93487058,0.085694721,0.70661555,"check the variance, BACI design, each MPA value was calculated as the grand mean of the 6 transect values within each site that has been closed long enough to test the closure effect after the corresponding number of years."
16,in,in,WoS,yes,"Rees, SE","Rees, Sian E.; Ashley, Matthew; Evans, Louisa; Mangi, Stephen; Sheehan, Emma V.; Mullier, Tom; Rees, Adam; Attrill, Martin J.",An evaluation of the social and economic impact of a Marine Protected Area on commercial fisheries,20,2021,field,BACI,2017,MPA,Lyme Bay,9,medium,2008,moderate,0,206,large,NA,state,Great Britain,temperate,Europe,English Channel,rocky reef,static,social,mix,mix,fished,,small-scale,in,fishery,assets,income,figure 3,positive,yes,$ vessel-1 month-1,SE,2503,19,,3500.195852,3024,9,,603,3590,19,,1643.304902,2096,9,,1209,-0.005887502,0.155336367,value MPA=afterMPA/afterOutside (2016-2017); value control=beforeMPA/beforeOutside (2006-2007) to account for BACI design. Sample size from nb of registered vessels. Error type=SE (author was contacted and confirmed that info)
16,in,in,WoS,yes,"Rees, SE","Rees, Sian E.; Ashley, Matthew; Evans, Louisa; Mangi, Stephen; Sheehan, Emma V.; Mullier, Tom; Rees, Adam; Attrill, Martin J.",An evaluation of the social and economic impact of a Marine Protected Area on commercial fisheries,20,2021,field,BA,2017,MPA,Lyme Bay,9,medium,2008,moderate,0,206,large,NA,state,Great Britain,temperate,Europe,English Channel,rocky reef,mobile,social,mix,mix,fished,,industrial,adjacent,fishery,assets,income,figure 3,positive,yes,$ vessel-1 month-1,SE,,,,,9216,9,,1920,,,,,4224,9,,3840,0.780158558,0.096649895,value MPA=afterMPA/afterOutside (2016-2017); value control=beforeMPA/beforeOutside (2006-2007) to account for BACI design. Sample size from nb of registered vessels. Error type=SE (author was contacted and confirmed that info)
16,in,in,WoS,yes,"Rees, SE","Rees, Sian E.; Ashley, Matthew; Evans, Louisa; Mangi, Stephen; Sheehan, Emma V.; Mullier, Tom; Rees, Adam; Attrill, Martin J.",An evaluation of the social and economic impact of a Marine Protected Area on commercial fisheries,20,2021,field,BACI,2017,MPA,Lyme Bay,9,medium,2008,moderate,0,206,large,NA,state,Great Britain,temperate,Europe,English Channel,rocky reef,static fishery,social,mix,mix,fished,,small-scale,in,fishery,food security,cpue,figure 3,neutral,yes,kg vessel-1 month-1,SE,3236,19,,5160.936349,1216,9,,405,2328,19,,1203.056108,1250,9,,1215,-0.301751702,0.265228034,"comparison between catch in and out the reserve, before and after reserve implementation"
16,in,in,WoS,yes,"Rees, SE","Rees, Sian E.; Ashley, Matthew; Evans, Louisa; Mangi, Stephen; Sheehan, Emma V.; Mullier, Tom; Rees, Adam; Attrill, Martin J.",An evaluation of the social and economic impact of a Marine Protected Area on commercial fisheries,20,2021,field,BA,2017,MPA,Lyme Bay,9,medium,2008,moderate,0,206,large,NA,state,Great Britain,temperate,Europe,English Channel,rocky reef,mobile fishery,social,invertebrates,scallops,fished,,industrial,adjacent,fishery,food security,cpue,figure 3,neutral,yes,kg vessel-1 month-1,SE,,,,,5037,9,,2013,,,,,3694,9,,7050,0.310100785,0.42245417,"comparison between catch near the reserve, before and after reserve implementation"
16,in,out,WoS,yes,"Rees, SE; Ashley, M; Evans, L; Mangi, S; Sheehan, EV; Mullier, T; Rees, A; Attrill, MJ","Rees, Sian E.; Ashley, Matthew; Evans, Louisa; Mangi, Stephen; Sheehan, Emma V.; Mullier, Tom; Rees, Adam; Attrill, Martin J.",An evaluation of the social and economic impact of a Marine Protected Area on commercial fisheries,20,2021,field,BA,2017,MPA,Lyme Bay,9,medium,2008,moderate,0,206,large,NA,state,Great Britain,temperate,Europe,English Channel,rocky reef,mobile fishery,social,mix,mix,fished,,mix,,fishery,social organization,conflict,figure 4,positive,yes,score from interviewees,NA,,,,,,,,,4.2,7,,NA,3.8,7,,NA,,,no error given
6,in,in,WoS,yes,"Sala, R.; Marsaoly, D.; Dasmasela, H. Y.; Parenden, D.; Orisu, D.; Tarigan, R. B.","Sala, R.; Marsaoly, D.; Dasmasela, H. Y.; Parenden, D.; Orisu, D.; Tarigan, R. B.","Ecological status of target fishes inside and outside marine conservation area of Batbitim, Misool, Raja Ampat",21,2020,field,CI,2019,MPA,Batbitim,14,old,2005,fully,425,3432,large,yes,NGO,Indonesia,tropical,Asia,South China Sea,coral reef,,ecological,fish,,,,,,,biodiversity,species richness,Figure 2,neutral,yes,number,Variance,,,,,,,,,13.66666667,3,4.19,4.19,14,2,3,3,-0.024097552,0.054289741,Jaiteh et al. 2016 for info on MPA
6,in,in,WoS,yes,"Sala, R.; Marsaoly, D.; Dasmasela, H. Y.; Parenden, D.; Orisu, D.; Tarigan, R. B.","Sala, R.; Marsaoly, D.; Dasmasela, H. Y.; Parenden, D.; Orisu, D.; Tarigan, R. B.","Ecological status of target fishes inside and outside marine conservation area of Batbitim, Misool, Raja Ampat",21,2020,field,CI,2019,MPA,Batbitim,14,old,2005,fully,425,3432,large,yes,NGO,Indonesia,tropical,Asia,South China Sea,coral reef,,ecological,fish,,,,,,,biodiversity,shannon,Figure 2,neutral,yes,number,Variance,,,,,,,,,0.54137931,9,0.09,0.3,0.770689655,6,0.002728894,0.052238819,-0.353165609,0.035601492,Jaiteh et al. 2016 for info on MPA
771,in,out,other,yes,Dobrzynski,Dobrzynski,User group perceptions of the short-term impacts of marine reserves in Key West,22,2000,field,perception,1999,MPA,Florida Keys,2,young,1997,PPA,35,51,medium,NA,state,USA,subtropical,North America,Carribean Sea,coral reef,,social,fish,mix,fished,,,,tourism,assets,employment,p22,positive,no,nb employees,41% perceived positive impacts,,,,,,,,,,,,,,,,,,,regulation of the park changed multiple times since
771,in,out,other,yes,Dobrzynski,Dobrzynski,User group perceptions of the short-term impacts of marine reserves in Key West,22,2000,field,perception,1999,MPA,Florida Keys,2,young,1997,PPA,35,51,medium,NA,state,USA,subtropical,North America,Carribean Sea,coral reef,,social,fish,mix,fished,,industrial,,fishery,assets,income,table 2,neutral,yes,% interviewees,27% percieved decrease,,,,,,,,,,,,,,,,,,,indicator not suitable for MA
771,in,out,other,yes,Dobrzynski,Dobrzynski,User group perceptions of the short-term impacts of marine reserves in Key West,22,2000,field,perception,1999,MPA,Florida Keys,2,young,1997,PPA,35,51,medium,NA,state,USA,subtropical,North America,Carribean Sea,coral reef,,social,fish,mix,fished,,recreational,,fishery,assets,income,table 2,neutral,yes,% interviewees,47% percieved no change,,,,,,,,,,,,,,,,,,,indicator not suitable for MA
771,in,out,other,yes,Dobrzynski,Dobrzynski,User group perceptions of the short-term impacts of marine reserves in Key West,22,2000,field,perception,1999,MPA,Florida Keys,2,young,1997,PPA,35,51,medium,NA,state,USA,subtropical,North America,Carribean Sea,coral reef,,social,fish,mix,fished,,recreational,,fishery,food security,cpue,table 2,neutral,yes,% interviewees,32% perceived negative impact,,,,,,,,,,,,,,,,,,,indicator not suitable for MA
